"","Title","Maker","Identification_Numbers","Categories","Entities","Acquisition_and_Important_Dates","Description","Dating","School_or_Style","Materials_Used_in_Production","Website"
"76",NA,"Production: Unknown","Accession number: OC.40-1938|Primary reference Number: 77710|Stable URI","Hard-paste porcelain","Censer|Famille verte|Biscuit|'egg and spinach' censer|bowl","Method of acquisition: Bequeathed (1937) by Cunliffe, Leonard Daneham","'Egg and Spinach' Censer. Hard-paste porcelain, of bombé form, applied on the biscuit with yellow, green aubergine and white glazes and modelled with the Eight Immortals in high relief. 'Egg and Spinach' Censer. Hard-paste porcelain applied on the biscuit with yellow, green aubergine and white glazes. Of bombé form, the censer rests on a splayed foot encircled by an incised green-ground foliate scroll, which is repeated beneath the short flared neck. The exterior is decorated with mottled amber, green, aubergine and white glazes roughly carved to suggest rockwork, and is encircled by a modelled frieze of the Eight Immortals in high relief, each carrying their respective attributes, and picked out alternately in yellow, green and aubergine with white faces. Applied on either side of the body are lion mask handles, each roughly moulded animal head is encircled by a frieze of ringlets. The interior is unglazed apart from a green band beneath the unglazed mouthrim. The footrim and countersunk base are also unglazed.","Qing Dynasty|Kangxi Period (1662-1722)|Circa 1662 - Circa 1722",NA,"except for the mouthrim, footrim and base Glaze|Hard-paste porcelain","https://data.fitzmuseum.cam.ac.uk/id/object/77710"
"77",NA,"Pottery: Unknown","Accession number: OC.4 & A-1934|Primary reference Number: 77708|Stable URI","Stoneware","Incense burner|Japanese pottery|incense burner with metal lid","Method of acquisition: Given (1934-09-20) by Dingwall, Kenneth, Lt Col., DSO","Stoneware incense burner with foot rim and three spur feet. White body, thrown and turned to cylindrical form. Small buttons of clay applied and carved to produce spring and autumn blossoms (cherry and maple). ‘Chain‘ carved on upper face of rim. White glaze with overglaze brush decoration of spider’s web and spider. Elegant lid of silver alloy (SHIBUICHI), pierced with holes in the shape of cherry and maple blossoms.","Late 18th century|Meiji Period (1868-1912)|Circa 1775 - Circa 1799",NA,"white Glaze|Stoneware","https://data.fitzmuseum.cam.ac.uk/id/object/77708"
"78",NA,"Maker: Unknown","Accession number: OC.4 & A-1937|Primary reference Number: 77707|Stable URI","Stoneware","Wine pot|wine pot and cover","Method of acquisition: Given (1937) by Raphael, Oscar C.","Stoneware wine pot and cover, with a ying-ch'ing type glaze. The pot is moulded and melon shaped, with a spout rising from the head of a monster. A Kylin is on the lid","Production date: after AD 1368 : Yuan dynasty or later",NA,"Glaze|Stoneware","https://data.fitzmuseum.cam.ac.uk/id/object/77707"
"79",NA,"Production: Unknown","Accession number: OC.39 & A-1946|Primary reference Number: 77706|Oscar Raphael: 92|Stable URI","Porcelain","Ewer|drinking vessel","Method of acquisition: Bequeathed (1941) by Raphael, Oscar C.","Porcelain ewer with white glaze. The ewer has an ovoid body with a depressed mouth and short curved spout. The arched handles represent plainted cane, and the three ends are attached to palmettes stamped with floral ornaments. Small circular lid with six petails in low relief. Ting ware","Song Dynasty|960 - 1279",NA,"Glaze|Porcelain","https://data.fitzmuseum.cam.ac.uk/id/object/77706"
"80",NA,"Potter: Unknown","Accession number: OC.3-1939|Primary reference Number: 77675|Stable URI","Fritware (stonepaste)","Dish|Islamic pottery|Nayin ware","Method of acquisition: Given (1939-04) by St John Hope, Lady","Fritware painted in black and blue under a clear glaze Fritware, probably moulded, painted in black and blue under a clear glaze.
Shape: plain rim on a slightly carinated body, sits on a low wide foot ring.
Interior: the rim is painted with a blue band, outlined in black. On the body a frieze of four human faces with black features are separated by roughly drawn black floral sprays highlighted with blue. In the roundel another face, similar to those on the body, is painted in black and surrounded by blue bands and black diagonal lines. Glaze is pooled slightly on the interior.
Exterior: glaze runs unevenly over the surface, terminating on the lower body. The underside of the foot ring is glazed.","Late 19th-early 20th Century|Circa 1875 - 1925","Qajar","Fritware","https://data.fitzmuseum.cam.ac.uk/id/object/77675"
"81",NA,"Maker: Unknown","Accession number: OC.27-1946|Primary reference Number: 77659|Oscar Raphael: 74|Stable URI","Stoneware","Ewer|drinking vessel","Method of acquisition: Bequeathed (1941) by Raphael, Oscar C.","Grey pottery ewer covered with cream glaze, except on the sloping foot. A slight ridge on the shoulder, the handle has two grooves. The neck has eight circular grooves diminishing as they reach the top. Wide trumpet shaped lip, irregular curved spout. Stained brown and grey. Chinese","Song Dynasty|Circa 960 CE - 1279 CE",NA,"Glaze|Stoneware","https://data.fitzmuseum.cam.ac.uk/id/object/77659"
"82",NA,"Production: Unknown","Accession number: OC.23-1946|Primary reference Number: 77649|Stable URI","Stoneware","Bowl",NA,"Stoneware bowl, with a thinnish grey body and spreading sides. On the inside there is an incised and combed decoration of two peonies and one bud with leaves, and the outside of leaves. Light, brownish green crackled glaze. The rim has been restored with gold in one place.|The unglazed goot is small and straight, and burnt orange brown. Glazed base",NA,NA,"Celadon glaze|Stoneware","https://data.fitzmuseum.cam.ac.uk/id/object/77649"
"83",NA,"Maker: Unknown","Accession number: OC.22-1946|Primary reference Number: 77645|Oscar Raphael: 22|Stable URI","Porcelaneous stoneware","Cup","Method of acquisition: Bequeathed (1941) by Raphael, Oscar C.","Oval shaped porcelaneous stoneware cup on a splayed foot. Pale buff ware covered with a cream glaze. Ting-ware Type.","T’ang Dynasty (618-906)|Circa 618 - 907",NA,"Porcelaneous ware|Glaze","https://data.fitzmuseum.cam.ac.uk/id/object/77645"
"84",NA,"Pottery: Unknown","Accession number: OC.2-1940|Primary reference Number: 77638|Stable URI","Stoneware","Sake flask|Japanese pottery","Method of acquisition: Given (1940-02-22) by Hornblower, G. D., OBE","Stoneware flask of cylindrical form with two lugs and spout on lid, together with a small air hole. Light buff glaze with floral decoration of thistle and another autumn plant. Handle of vine fibres bound with bamboo.","18th century|Edo Period (1615-1868)|Circa 1700 CE - Circa 1799 CE",NA,"light buff glaze Glaze|Stoneware","https://data.fitzmuseum.cam.ac.uk/id/object/77638"
"85",NA,"Maker: Unknown","Accession number: OC.20-1946|Primary reference Number: 77630|Oscar Raphael: 101|Stable URI","Porcelaneous stoneware","Vase","Method of acquisition: Bequeathed (1941) by Raphael, Oscar C.","Vase of white pottery, covered to the foot with an ivory coloured thin glaze. Long thin neck with trumpet shaped lip. Unglazed solid cone like foot.","T’ang Dynasty (618-906)|618 - 906",NA,"Pottery|Glaze","https://data.fitzmuseum.cam.ac.uk/id/object/77630"
"86",NA,"Potter: Unknown","Accession number: OC.181-1946|Primary reference Number: 77619|Stable URI","Fritware (stonepaste)","Bowl|Islamic pottery|Blue and white ware","Method of acquisition: Given (1946) by Adams, S. Miss and Copper, C.G.","Fritware, wheel thrown, painted in blue, yellow and brown under a clear glaze","18th century|Circa 1700 CE - Circa 1799 CE","Safavid|Qajar","transparent, white Glaze|Fritware","https://data.fitzmuseum.cam.ac.uk/id/object/77619"
"87",NA,"Potter: Unknown (Possibly)","Accession number: OC.178-1946|Primary reference Number: 77617|Stable URI","Fritware","Incense burner|Other name: tripod incense burner|Category: Islamic pottery","Method of acquisition: Bequeathed (1946) by Raphael, Oscar C.","Fritware, slipped in white and painted in blue under a clear glaze Fritware, moulded, coated in a white slip painted in blue under a clear glaze.
Shape: circular body with carination just below a flat rim and base with air holes in the upper surface a large circular hole in the base. Applied pointed handles are attached to the body and it sits on three protruding legs.
Exterior: On the rim a frieze of repeating ‘S’ shaped scrolls. On the upper surface, a series of cloud scrolls with tails encircle the air holes that are further defined by blue circles. On the exterior body, a frieze of scrolling vines with leaves and a central rosette is enclosed above, by a Greek key or meander pattern, and below by small semi ovals. On the base, around the edge, a reverse ‘C’ pattern is enclosed within a lattice which encloses three arabesques between the legs. On the legs, blue vertical painted lines and a flower are painted.
Interior: glazed but otherwise no decoration.","15th century|Circa 1400 - 1499","Timurid","blue Pigment|clear Glaze|Fritware|Slip","https://data.fitzmuseum.cam.ac.uk/id/object/77617"
"88",NA,"Potter: Unknown","Accession number: OC.177-1946|Primary reference Number: 77616|Stable URI","Glazed earthenware","Bowl|Islamic pottery|Imitation vessel","Method of acquisition: Bequeathed (1946) by Raphael, Oscar C.","Earthenware coated in a white slip painted in four colours under a clear glaze Red earthenware, wheel thrown, coated in a white slip painted in brown yellow, green and red under a clear glaze.
Shape: conical bowl with a plain rim, sits on an uneven disc base
Interior: the rim is painted with brown crescents. On the body a bejewelled, stylised bird with head plume is painted in four colours in the ‘sari’ style. Around the bird three medallions are painted in yellow and brown.
Exterior: undecorated except for a white slip that extends to the lower body.","Early 20th century|Circa 1900 - Circa 1925","modern reproduction","Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77616"
"89",NA,"Potter: Unknown","Accession number: OC.176-1946|Primary reference Number: 77615|Stable URI","Glazed earthenware","Dish|Islamic pottery|Imitation vessel","Method of acquisition: Bequeathed (1946) by Raphael, Oscar C.","Earthenware coated in a white slip incised and painted in green and brown under a clear glaze Earthenware, wheel thrown, coated in a white slip incised and painted in green and brown under a clear glaze.
Shape: carinated conical bowl, sits on a disc base
Interior: on the neck, arcading is into incised into the surface and painted. On the body a stylised bird with large tail is painted and in some places incised; the bird is surrounded by groups of three dots and bulls eye medallions or half medallions.
Exterior: undecorated except on the rim and upper body where glaze, slip and pigment that has run over from the interior.","Early 20th century|Circa 1900 CE - Circa 1925 CE","modern reproduction","Earthenware","https://data.fitzmuseum.cam.ac.uk/id/object/77615"
"90",NA,"Production: Unknown","Accession number: C.2413-1928|Primary reference Number: 73469|Stable URI","Tin-glazed earthenware","Strainer",NA,NA,NA,NA,NA,"https://data.fitzmuseum.cam.ac.uk/id/object/73469"
"91",NA,"Pottery: Unknown","Accession number: OC.173-1946|Primary reference Number: 77613|Stable URI","Fritware (stonepaste)","Tile|Islamic pottery|Lustre ware","Method of acquisition: Bequeathed (1946) by Raphael, Oscar C.","Frtiware coated in a white glaze painted in blue and in red lustre Fritware, mould made, glazed in white and painted in blue and in red lustre.
Shape: roughly square with slightly bevelled edges and decoration in relief
Upper surface: in a linear frieze on the upper edge and covering almost the remaining entire surface, floral sprays with pointed petals and leaves are reserved against a red lustre ground. Painted in blue and in relief, an inscription dominates the central section. On the lower edge a narrow band of dotted circles is reserved in lustre.
Lower surface: undecorated","Mid 15th century|Production date: circa AD 1455","Timurid","Fritware","https://data.fitzmuseum.cam.ac.uk/id/object/77613"
